,Date,Source Gas/Oil Price Name,Argent Gas/Oil Category,Argent Gas/Oil Price Name,Price EUR/mt,Week of month,Month,Quarter,Price_7,Price_6,Price_5,Price_4,Price_3,Price_2,Price_1,Actual+7,Actual+15,Actual+30
840,31/01/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1356.78392,6,1,1,1317.111875,1307.414264,1262.452614,1315.348673,1355.020718,1355.020718,1355.020718,1352.46268,1457.04836,1678.94877
868,01/02/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1391.794047,1,2,1,1307.414264,1262.452614,1315.348673,1355.020718,1355.020718,1355.020718,1356.78392,1310.449629,1487.440779,1638.107076
896,02/02/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1404.308572,1,2,1,1262.452614,1315.348673,1355.020718,1355.020718,1355.020718,1356.78392,1391.794047,1342.629838,1484.759095,1643.434254
924,03/02/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1398.945204,1,2,1,1315.348673,1355.020718,1355.020718,1355.020718,1356.78392,1391.794047,1404.308572,1449.003307,1493.698042,1643.434254
952,04/02/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1390.006257,1,2,1,1355.020718,1355.020718,1355.020718,1356.78392,1391.794047,1404.308572,1398.945204,1406.990257,1493.698042,1643.434254
980,05/02/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1390.006257,1,2,1,1355.020718,1355.020718,1356.78392,1391.794047,1404.308572,1398.945204,1390.006257,1406.990257,1493.698042,1671.845867
1008,06/02/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1390.006257,1,2,1,1355.020718,1356.78392,1391.794047,1404.308572,1398.945204,1390.006257,1390.006257,1406.990257,1509.788147,1649.649294
1036,07/02/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1352.46268,2,2,1,1356.78392,1391.794047,1404.308572,1398.945204,1390.006257,1390.006257,1390.006257,1432.913203,1524.984357,1606.144011
1064,08/02/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1310.449629,2,2,1,1391.794047,1404.308572,1398.945204,1390.006257,1390.006257,1390.006257,1352.46268,1457.04836,1552.695093,1629.228447
1092,09/02/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1342.629838,2,2,1,1404.308572,1398.945204,1390.006257,1390.006257,1390.006257,1352.46268,1310.449629,1487.440779,1629.570037,1664.742964
1120,10/02/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1449.003307,2,2,1,1398.945204,1390.006257,1390.006257,1390.006257,1352.46268,1310.449629,1342.629838,1484.759095,1603.64709,1664.742964
1148,11/02/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1406.990257,2,2,1,1390.006257,1390.006257,1390.006257,1352.46268,1310.449629,1342.629838,1449.003307,1493.698042,1603.64709,1664.742964
1176,12/02/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1406.990257,2,2,1,1390.006257,1390.006257,1352.46268,1310.449629,1342.629838,1449.003307,1406.990257,1493.698042,1603.64709,1657.64006
1204,13/02/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1406.990257,2,2,1,1390.006257,1352.46268,1310.449629,1342.629838,1449.003307,1406.990257,1406.990257,1493.698042,1644.766247,1680.724496
1232,14/02/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1432.913203,3,2,1,1352.46268,1310.449629,1342.629838,1449.003307,1406.990257,1406.990257,1406.990257,1509.788147,1696.706029,1710.023972
1260,15/02/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1457.04836,3,2,1,1310.449629,1342.629838,1449.003307,1406.990257,1406.990257,1406.990257,1432.913203,1524.984357,1678.94877,1726.893368
1288,16/02/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1487.440779,3,2,1,1342.629838,1449.003307,1406.990257,1406.990257,1406.990257,1432.913203,1457.04836,1552.695093,1638.107076,1696.706029
1316,17/02/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1484.759095,3,2,1,1449.003307,1406.990257,1406.990257,1406.990257,1432.913203,1457.04836,1487.440779,1629.570037,1643.434254,1696.706029
1344,18/02/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1493.698042,3,2,1,1406.990257,1406.990257,1406.990257,1432.913203,1457.04836,1487.440779,1484.759095,1603.64709,1643.434254,1696.706029
1372,19/02/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1493.698042,3,2,1,1406.990257,1406.990257,1432.913203,1457.04836,1487.440779,1484.759095,1493.698042,1603.64709,1643.434254,1712.687561
1400,20/02/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1493.698042,3,2,1,1406.990257,1432.913203,1457.04836,1487.440779,1484.759095,1493.698042,1493.698042,1603.64709,1671.845867,1748.202078
1428,21/02/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1509.788147,4,2,1,1432.913203,1457.04836,1487.440779,1484.759095,1493.698042,1493.698042,1493.698042,1644.766247,1649.649294,1754.417118
1456,22/02/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1524.984357,4,2,1,1457.04836,1487.440779,1484.759095,1493.698042,1493.698042,1493.698042,1509.788147,1696.706029,1606.144011,1705.584658
1484,23/02/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1552.695093,4,2,1,1487.440779,1484.759095,1493.698042,1493.698042,1493.698042,1509.788147,1524.984357,1678.94877,1629.228447,1683.388085
1512,24/02/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1629.570037,4,2,1,1484.759095,1493.698042,1493.698042,1493.698042,1509.788147,1524.984357,1552.695093,1638.107076,1664.742964,1683.388085
1540,25/02/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1603.64709,4,2,1,1493.698042,1493.698042,1493.698042,1509.788147,1524.984357,1552.695093,1629.570037,1643.434254,1664.742964,1683.388085
1569,26/02/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1603.64709,4,2,1,1493.698042,1493.698042,1509.788147,1524.984357,1552.695093,1629.570037,1603.64709,1643.434254,1664.742964,1665.630827
1598,27/02/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1603.64709,4,2,1,1493.698042,1509.788147,1524.984357,1552.695093,1629.570037,1603.64709,1603.64709,1643.434254,1657.64006,1633.667762
1627,28/02/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1644.766247,5,2,1,1509.788147,1524.984357,1552.695093,1629.570037,1603.64709,1603.64709,1603.64709,1671.845867,1680.724496,1675.397319
1656,01/03/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1696.706029,1,3,1,1524.984357,1552.695093,1629.570037,1603.64709,1603.64709,1603.64709,1644.766247,1649.649294,1710.023972,1663.855101
1685,02/03/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1678.94877,1,3,1,1552.695093,1629.570037,1603.64709,1603.64709,1603.64709,1644.766247,1696.706029,1606.144011,1726.893368,1726.495726
1714,03/03/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1638.107076,1,3,1,1629.570037,1603.64709,1603.64709,1603.64709,1644.766247,1696.706029,1678.94877,1629.228447,1696.706029,1726.495726
1743,04/03/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1643.434254,1,3,1,1603.64709,1603.64709,1603.64709,1644.766247,1696.706029,1678.94877,1638.107076,1664.742964,1696.706029,1726.495726
1772,05/03/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1643.434254,1,3,1,1603.64709,1603.64709,1644.766247,1696.706029,1678.94877,1638.107076,1643.434254,1664.742964,1696.706029,1778.677463
1801,06/03/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1643.434254,1,3,1,1603.64709,1644.766247,1696.706029,1678.94877,1638.107076,1643.434254,1643.434254,1664.742964,1712.687561,1748.088169
1830,07/03/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1671.845867,2,3,1,1644.766247,1696.706029,1678.94877,1638.107076,1643.434254,1643.434254,1643.434254,1657.64006,1748.202078,1722.896986
1859,08/03/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1649.649294,2,3,1,1696.706029,1678.94877,1638.107076,1643.434254,1643.434254,1643.434254,1671.845867,1680.724496,1754.417118,1695.006748
1888,09/03/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1606.144011,2,3,1,1678.94877,1638.107076,1643.434254,1643.434254,1643.434254,1671.845867,1649.649294,1710.023972,1705.584658,1728.295097
1917,10/03/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1629.228447,2,3,1,1638.107076,1643.434254,1643.434254,1643.434254,1671.845867,1649.649294,1606.144011,1726.893368,1683.388085,1728.295097
1946,11/03/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1664.742964,2,3,1,1643.434254,1643.434254,1643.434254,1671.845867,1649.649294,1606.144011,1629.228447,1696.706029,1683.388085,1728.295097
1975,12/03/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1664.742964,2,3,1,1643.434254,1643.434254,1671.845867,1649.649294,1606.144011,1629.228447,1664.742964,1696.706029,1683.388085,1720.197931
2004,13/03/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1664.742964,2,3,1,1643.434254,1671.845867,1649.649294,1606.144011,1629.228447,1664.742964,1664.742964,1696.706029,1665.630827,1758.88439
2033,14/03/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1657.64006,3,3,1,1671.845867,1649.649294,1606.144011,1629.228447,1664.742964,1664.742964,1664.742964,1712.687561,1633.667762,1759.784076
2062,15/03/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1680.724496,3,3,1,1649.649294,1606.144011,1629.228447,1664.742964,1664.742964,1664.742964,1657.64006,1748.202078,1675.397319,1813.765182
2091,16/03/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1710.023972,3,3,1,1606.144011,1629.228447,1664.742964,1664.742964,1664.742964,1657.64006,1680.724496,1754.417118,1663.855101,1813.765182
2120,17/03/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1726.893368,3,3,1,1629.228447,1664.742964,1664.742964,1664.742964,1657.64006,1680.724496,1710.023972,1705.584658,1726.495726,1813.765182
2149,18/03/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1696.706029,3,3,1,1664.742964,1664.742964,1664.742964,1657.64006,1680.724496,1710.023972,1726.893368,1683.388085,1726.495726,1813.765182
2178,19/03/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1696.706029,3,3,1,1664.742964,1664.742964,1657.64006,1680.724496,1710.023972,1726.893368,1696.706029,1683.388085,1726.495726,1813.765182
2207,20/03/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1696.706029,3,3,1,1664.742964,1657.64006,1680.724496,1710.023972,1726.893368,1696.706029,1696.706029,1683.388085,1778.677463,1803.868646
2236,21/03/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1712.687561,4,3,1,1657.64006,1680.724496,1710.023972,1726.893368,1696.706029,1696.706029,1696.706029,1665.630827,1748.088169,1788.573999
2265,22/03/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1748.202078,4,3,1,1680.724496,1710.023972,1726.893368,1696.706029,1696.706029,1696.706029,1712.687561,1633.667762,1722.896986,1776.878093
2294,23/03/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1754.417118,4,3,1,1710.023972,1726.893368,1696.706029,1696.706029,1696.706029,1712.687561,1748.202078,1675.397319,1695.006748,1797.57085
2323,24/03/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1705.584658,4,3,1,1726.893368,1696.706029,1696.706029,1696.706029,1712.687561,1748.202078,1754.417118,1663.855101,1728.295097,1797.57085
2352,25/03/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1683.388085,4,3,1,1696.706029,1696.706029,1696.706029,1712.687561,1748.202078,1754.417118,1705.584658,1726.495726,1728.295097,1797.57085
2381,26/03/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1683.388085,4,3,1,1696.706029,1696.706029,1712.687561,1748.202078,1754.417118,1705.584658,1683.388085,1726.495726,1728.295097,1773.279352
2410,27/03/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1683.388085,4,3,1,1696.706029,1712.687561,1748.202078,1754.417118,1705.584658,1683.388085,1683.388085,1726.495726,1720.197931,1800.269906
2439,28/03/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1665.630827,5,3,1,1712.687561,1748.202078,1754.417118,1705.584658,1683.388085,1683.388085,1683.388085,1778.677463,1758.88439,1779.577148
2468,29/03/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1633.667762,5,3,1,1748.202078,1754.417118,1705.584658,1683.388085,1683.388085,1683.388085,1665.630827,1748.088169,1759.784076,1763.382816
2497,30/03/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1675.397319,5,3,1,1754.417118,1705.584658,1683.388085,1683.388085,1683.388085,1665.630827,1633.667762,1722.896986,1813.765182,1711.20108
2526,31/03/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1663.855101,5,3,1,1705.584658,1683.388085,1683.388085,1683.388085,1665.630827,1633.667762,1675.397319,1695.006748,1813.765182,1711.20108
2555,01/04/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1726.495726,1,4,2,1683.388085,1683.388085,1683.388085,1665.630827,1633.667762,1675.397319,1663.855101,1728.295097,1813.765182,1803.356405
2584,02/04/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1726.495726,1,4,2,1683.388085,1683.388085,1665.630827,1633.667762,1675.397319,1663.855101,1726.495726,1728.295097,1813.765182,1803.356405
2613,03/04/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1726.495726,1,4,2,1683.388085,1665.630827,1633.667762,1675.397319,1663.855101,1726.495726,1726.495726,1728.295097,1813.765182,1746.46819
2642,04/04/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1778.677463,2,4,2,1665.630827,1633.667762,1675.397319,1663.855101,1726.495726,1726.495726,1726.495726,1720.197931,1803.868646,1768.275339
2671,05/04/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1748.088169,2,4,2,1633.667762,1675.397319,1663.855101,1726.495726,1726.495726,1726.495726,1778.677463,1758.88439,1788.573999,1810.9415
2700,06/04/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1722.896986,2,4,2,1675.397319,1663.855101,1726.495726,1726.495726,1726.495726,1778.677463,1748.088169,1759.784076,1776.878093,1788.186214
2729,07/04/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1695.006748,2,4,2,1663.855101,1726.495726,1726.495726,1726.495726,1778.677463,1748.088169,1722.896986,1813.765182,1797.57085,1788.186214
2758,08/04/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1728.295097,2,4,2,1726.495726,1726.495726,1726.495726,1778.677463,1748.088169,1722.896986,1695.006748,1813.765182,1797.57085,1788.186214
2787,09/04/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1728.295097,2,4,2,1726.495726,1726.495726,1778.677463,1748.088169,1722.896986,1695.006748,1728.295097,1813.765182,1797.57085,1785.341803
2816,10/04/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1728.295097,2,4,2,1726.495726,1778.677463,1748.088169,1722.896986,1695.006748,1728.295097,1728.295097,1813.765182,1773.279352,1811.889637
2845,11/04/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1720.197931,3,4,2,1778.677463,1748.088169,1722.896986,1695.006748,1728.295097,1728.295097,1728.295097,1813.765182,1800.269906,1856.452072
2874,12/04/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1758.88439,3,4,2,1748.088169,1722.896986,1695.006748,1728.295097,1728.295097,1728.295097,1720.197931,1803.868646,1779.577148,1833.696786
2903,13/04/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1759.784076,3,4,2,1722.896986,1695.006748,1728.295097,1728.295097,1728.295097,1720.197931,1758.88439,1788.573999,1763.382816,1829.904238
2932,14/04/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1813.765182,3,4,2,1695.006748,1728.295097,1728.295097,1728.295097,1720.197931,1758.88439,1759.784076,1776.878093,1711.20108,1829.904238
2961,15/04/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1813.765182,3,4,2,1728.295097,1728.295097,1728.295097,1720.197931,1758.88439,1759.784076,1813.765182,1797.57085,1711.20108,1829.904238
2990,16/04/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1813.765182,3,4,2,1728.295097,1728.295097,1720.197931,1758.88439,1759.784076,1813.765182,1813.765182,1797.57085,1803.356405,1829.904238
3019,17/04/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1813.765182,3,4,2,1728.295097,1720.197931,1758.88439,1759.784076,1813.765182,1813.765182,1813.765182,1797.57085,1803.356405,1791.978762
3048,18/04/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1813.765182,4,4,2,1720.197931,1758.88439,1759.784076,1813.765182,1813.765182,1813.765182,1813.765182,1773.279352,1746.46819,1736.038684
3077,19/04/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1803.868646,4,4,2,1758.88439,1759.784076,1813.765182,1813.765182,1813.765182,1813.765182,1813.765182,1800.269906,1768.275339,1789.134351
3106,20/04/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1788.573999,4,4,2,1759.784076,1813.765182,1813.765182,1813.765182,1813.765182,1813.765182,1803.868646,1779.577148,1810.9415,1775.860434
3135,21/04/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1776.878093,4,4,2,1813.765182,1813.765182,1813.765182,1813.765182,1813.765182,1803.868646,1788.573999,1763.382816,1788.186214,1775.860434
3164,22/04/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1797.57085,4,4,2,1813.765182,1813.765182,1813.765182,1813.765182,1803.868646,1788.573999,1776.878093,1711.20108,1788.186214,1775.860434
3193,23/04/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1797.57085,4,4,2,1813.765182,1813.765182,1813.765182,1803.868646,1788.573999,1776.878093,1797.57085,1711.20108,1788.186214,1762.586517
3222,24/04/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1797.57085,4,4,2,1813.765182,1813.765182,1803.868646,1788.573999,1776.878093,1797.57085,1797.57085,1803.356405,1785.341803,1759.742107
3251,25/04/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1773.279352,5,4,2,1813.765182,1803.868646,1788.573999,1776.878093,1797.57085,1797.57085,1797.57085,1803.356405,1811.889637,1774.912297
3280,26/04/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1800.269906,5,4,2,1803.868646,1788.573999,1776.878093,1797.57085,1797.57085,1797.57085,1773.279352,1746.46819,1856.452072,1785.341803
3309,27/04/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1779.577148,5,4,2,1788.573999,1776.878093,1797.57085,1797.57085,1797.57085,1773.279352,1800.269906,1768.275339,1833.696786,1791.030625
3338,28/04/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1763.382816,5,4,2,1776.878093,1797.57085,1797.57085,1797.57085,1773.279352,1800.269906,1779.577148,1810.9415,1829.904238,1791.030625
3367,29/04/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1711.20108,5,4,2,1797.57085,1797.57085,1797.57085,1773.279352,1800.269906,1779.577148,1763.382816,1788.186214,1829.904238,1791.030625
3396,30/04/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1711.20108,5,4,2,1797.57085,1797.57085,1773.279352,1800.269906,1779.577148,1763.382816,1711.20108,1788.186214,1829.904238,1761.638381
3425,01/05/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1803.356405,1,5,2,1797.57085,1773.279352,1800.269906,1779.577148,1763.382816,1711.20108,1711.20108,1788.186214,1829.904238,1741.727505
3454,02/05/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1803.356405,2,5,2,1773.279352,1800.269906,1779.577148,1763.382816,1711.20108,1711.20108,1803.356405,1785.341803,1791.978762,1761.527713
3483,03/05/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1746.46819,2,5,2,1800.269906,1779.577148,1763.382816,1711.20108,1711.20108,1803.356405,1803.356405,1811.889637,1736.038684,1761.527713
3512,04/05/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1768.275339,2,5,2,1779.577148,1763.382816,1711.20108,1711.20108,1803.356405,1803.356405,1746.46819,1856.452072,1789.134351,1761.527713
3541,05/05/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1810.9415,2,5,2,1763.382816,1711.20108,1711.20108,1803.356405,1803.356405,1746.46819,1768.275339,1833.696786,1775.860434,1761.527713
3570,06/05/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1788.186214,2,5,2,1711.20108,1711.20108,1803.356405,1803.356405,1746.46819,1768.275339,1810.9415,1829.904238,1775.860434,1761.527713
3599,07/05/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1788.186214,2,5,2,1711.20108,1803.356405,1803.356405,1746.46819,1768.275339,1810.9415,1788.186214,1829.904238,1775.860434,1748.48626
3628,08/05/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1788.186214,2,5,2,1803.356405,1803.356405,1746.46819,1768.275339,1810.9415,1788.186214,1788.186214,1829.904238,1762.586517,1658.12762
3657,09/05/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1785.341803,3,5,2,1803.356405,1746.46819,1768.275339,1810.9415,1788.186214,1788.186214,1788.186214,1829.904238,1759.742107,1647.880764
3686,10/05/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1811.889637,3,5,2,1746.46819,1768.275339,1810.9415,1788.186214,1788.186214,1788.186214,1785.341803,1791.978762,1774.912297,1591.057289
3715,11/05/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1856.452072,3,5,2,1768.275339,1810.9415,1788.186214,1788.186214,1788.186214,1785.341803,1811.889637,1736.038684,1785.341803,1566.837448
3744,12/05/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1833.696786,3,5,2,1810.9415,1788.186214,1788.186214,1788.186214,1785.341803,1811.889637,1856.452072,1789.134351,1791.030625,1566.837448
3773,13/05/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1829.904238,3,5,2,1788.186214,1788.186214,1788.186214,1785.341803,1811.889637,1856.452072,1833.696786,1775.860434,1791.030625,1566.837448
3802,14/05/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1829.904238,3,5,2,1788.186214,1788.186214,1785.341803,1811.889637,1856.452072,1833.696786,1829.904238,1775.860434,1791.030625,1591.057289
