Date,Source Gas/Oil Price Name,Argent Gas/Oil Category,Argent Gas/Oil Price Name,Price EUR/mt
04/08/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class II) USD/t_midpoint,HVO & SAF,HVO (class II) fob ARA,2981.272016
04/08/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class III) USD/t_midpoint,HVO & SAF,HVO (class III) fob ARA,2554.755382
04/08/2022,Palm oil futures Bursa Malaysia month_settlement,Feedstocks,Palm Oil futures,838.2485323
04/08/2022,Palm oil mill effluent (POME) oil RED ARA cif_midpoint,Feedstocks,POME cif ARA,1154.598826
04/08/2022,Palm oil mill effluent (POME) oil RED Malaysia/Indonesia fob_midpoint,,,865
04/08/2022,Rapeseed oil fob Dutch Mill RSO_midpoint,Feedstocks,RSO fob Dutch Mill,1649
04/08/2022,RED SAF (sustainable aviation fuel) fob ARA range USD/t_midpoint,,,3436.245
04/08/2022,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint,,,1277.58
04/08/2022,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint_calc,Feedstocks,SBO fob Argentina,1158.400196
04/08/2022,Tallow (categories 1 & 2) fca northwest Europe EUR/t_midpoint,Feedstocks,Tallow Cat 1&2,1255
04/08/2022,UCO (used cooking oil) cif ARA USD/t_midpoint,Feedstocks,UCO cif ARA,1399.217221
04/08/2022,UCO (used cooking oil) fob ARA_midpoint,Feedstocks,UCO fob ARA,1379.64775
04/08/2022,UCO (used cooking oil) fob China_midpoint,Feedstocks,UCO fob China,1100.782779
04/08/2022,UCO (used cooking oil) RED bulk China fob_midpoint,Feedstocks,UCO bulk fob China,1213.307241
05/08/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1484.344423
05/08/2022,Biodiesel Palm OME RED ARA range barge fob_midpoint,Biodiesel,PME fob ARA,1474.559687
05/08/2022,Biodiesel Rapeseed OME RED ARA range barge fob_midpoint,Biodiesel,RME fob ARA,2158.51272
05/08/2022,Biodiesel SME Argentina waterborne fob upriver_midpoint,Biodiesel,SME fob Argentina,1770.381605
05/08/2022,Biodiesel tallow OME RED ARA range barge fob_midpoint,Biodiesel,TME fob ARA,2140.166341
05/08/2022,Biodiesel UCOME (used cooking oil) RED ARA range barge fob_midpoint,Biodiesel,UCOME fob ARA,2189.09002
05/08/2022,Biodiesel UCOME (used cooking oil) RED bulk China fob_midpoint,Biodiesel,UCOME bulk fob China,1506.849315
05/08/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff high,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff high,-86.28180039
05/08/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff low,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff low,-97.07436399
05/08/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_high low avg,,,-93.695
05/08/2022,D-AAWGJ00,Biodiesel,SME fob ARA,1753.913894
05/08/2022,D-AAYWT00,MGO,MGO 0.1%,956.2133072
05/08/2022,Freight PME Malaysia - ARA 3-5kt_midpoint,Biodiesel,PME fob MY,237.7690802
05/08/2022,Gasoil NWE 7-28 day swaps_settlement,Biodiesel,Gasoil,956.2133072
05/08/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class I) USD/t_midpoint,HVO & SAF,HVO (class I) fob ARA,2315.440313
05/08/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class II) USD/t_midpoint,HVO & SAF,HVO (class II) fob ARA,2967.759295
05/08/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class III) USD/t_midpoint,HVO & SAF,HVO (class III) fob ARA,2572.60274
05/08/2022,Palm oil futures Bursa Malaysia month_settlement,Feedstocks,Palm Oil futures,865.2641879
05/08/2022,Palm oil mill effluent (POME) oil RED ARA cif_midpoint,Feedstocks,POME cif ARA,1144.81409
05/08/2022,Palm oil mill effluent (POME) oil RED Malaysia/Indonesia fob_midpoint,,,875
05/08/2022,Rapeseed oil fob Dutch Mill RSO_midpoint,Feedstocks,RSO fob Dutch Mill,1638
05/08/2022,RED SAF (sustainable aviation fuel) fob ARA range USD/t_midpoint,,,3422.075
05/08/2022,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint,,,1339.31
05/08/2022,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint_calc,Feedstocks,SBO fob Argentina,1218.80137
05/08/2022,Tallow (categories 1 & 2) fca northwest Europe EUR/t_midpoint,Feedstocks,Tallow Cat 1&2,1255
05/08/2022,UCO (used cooking oil) cif ARA USD/t_midpoint,Feedstocks,UCO cif ARA,1399.217221
05/08/2022,UCO (used cooking oil) fob ARA_midpoint,Feedstocks,UCO fob ARA,1379.64775
05/08/2022,UCO (used cooking oil) fob China_midpoint,Feedstocks,UCO fob China,1100.782779
05/08/2022,UCO (used cooking oil) RED bulk China fob_midpoint,Feedstocks,UCO bulk fob China,1198.630137
06/08/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1484.344423
06/08/2022,Biodiesel Palm OME RED ARA range barge fob_midpoint,Biodiesel,PME fob ARA,1474.559687
06/08/2022,Biodiesel Rapeseed OME RED ARA range barge fob_midpoint,Biodiesel,RME fob ARA,2158.51272
06/08/2022,Biodiesel SME Argentina waterborne fob upriver_midpoint,Biodiesel,SME fob Argentina,1770.381605
06/08/2022,Biodiesel tallow OME RED ARA range barge fob_midpoint,Biodiesel,TME fob ARA,2140.166341
06/08/2022,Biodiesel UCOME (used cooking oil) RED ARA range barge fob_midpoint,Biodiesel,UCOME fob ARA,2189.09002
06/08/2022,Biodiesel UCOME (used cooking oil) RED bulk China fob_midpoint,Biodiesel,UCOME bulk fob China,1506.849315
06/08/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff high,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff high,-86.28180039
06/08/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff low,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff low,-97.07436399
06/08/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_high low avg,,,-93.695
06/08/2022,D-AAWGJ00,Biodiesel,SME fob ARA,1753.913894
06/08/2022,D-AAYWT00,MGO,MGO 0.1%,956.2133072
06/08/2022,Freight PME Malaysia - ARA 3-5kt_midpoint,Biodiesel,PME fob MY,237.7690802
06/08/2022,Gasoil NWE 7-28 day swaps_settlement,Biodiesel,Gasoil,956.2133072
06/08/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class I) USD/t_midpoint,HVO & SAF,HVO (class I) fob ARA,2315.440313
06/08/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class II) USD/t_midpoint,HVO & SAF,HVO (class II) fob ARA,2967.759295
06/08/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class III) USD/t_midpoint,HVO & SAF,HVO (class III) fob ARA,2572.60274
06/08/2022,Palm oil futures Bursa Malaysia month_settlement,Feedstocks,Palm Oil futures,865.2641879
06/08/2022,Palm oil mill effluent (POME) oil RED ARA cif_midpoint,Feedstocks,POME cif ARA,1144.81409
06/08/2022,Palm oil mill effluent (POME) oil RED Malaysia/Indonesia fob_midpoint,,,875
06/08/2022,Rapeseed oil fob Dutch Mill RSO_midpoint,Feedstocks,RSO fob Dutch Mill,1638
06/08/2022,RED SAF (sustainable aviation fuel) fob ARA range USD/t_midpoint,,,3422.075
06/08/2022,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint,,,1339.31
06/08/2022,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint_calc,Feedstocks,SBO fob Argentina,1218.80137
06/08/2022,Tallow (categories 1 & 2) fca northwest Europe EUR/t_midpoint,Feedstocks,Tallow Cat 1&2,1255
06/08/2022,UCO (used cooking oil) cif ARA USD/t_midpoint,Feedstocks,UCO cif ARA,1399.217221
06/08/2022,UCO (used cooking oil) fob ARA_midpoint,Feedstocks,UCO fob ARA,1379.64775
06/08/2022,UCO (used cooking oil) fob China_midpoint,Feedstocks,UCO fob China,1100.782779
06/08/2022,UCO (used cooking oil) RED bulk China fob_midpoint,Feedstocks,UCO bulk fob China,1198.630137
07/08/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1484.344423
07/08/2022,Biodiesel Palm OME RED ARA range barge fob_midpoint,Biodiesel,PME fob ARA,1474.559687
07/08/2022,Biodiesel Rapeseed OME RED ARA range barge fob_midpoint,Biodiesel,RME fob ARA,2158.51272
07/08/2022,Biodiesel SME Argentina waterborne fob upriver_midpoint,Biodiesel,SME fob Argentina,1770.381605
07/08/2022,Biodiesel tallow OME RED ARA range barge fob_midpoint,Biodiesel,TME fob ARA,2140.166341
07/08/2022,Biodiesel UCOME (used cooking oil) RED ARA range barge fob_midpoint,Biodiesel,UCOME fob ARA,2189.09002
07/08/2022,Biodiesel UCOME (used cooking oil) RED bulk China fob_midpoint,Biodiesel,UCOME bulk fob China,1506.849315
07/08/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff high,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff high,-86.28180039
07/08/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff low,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff low,-97.07436399
07/08/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_high low avg,,,-93.695
07/08/2022,D-AAWGJ00,Biodiesel,SME fob ARA,1753.913894
07/08/2022,D-AAYWT00,MGO,MGO 0.1%,956.2133072
07/08/2022,Freight PME Malaysia - ARA 3-5kt_midpoint,Biodiesel,PME fob MY,237.7690802
07/08/2022,Gasoil NWE 7-28 day swaps_settlement,Biodiesel,Gasoil,956.2133072
07/08/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class I) USD/t_midpoint,HVO & SAF,HVO (class I) fob ARA,2315.440313
07/08/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class II) USD/t_midpoint,HVO & SAF,HVO (class II) fob ARA,2967.759295
07/08/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class III) USD/t_midpoint,HVO & SAF,HVO (class III) fob ARA,2572.60274
07/08/2022,Palm oil futures Bursa Malaysia month_settlement,Feedstocks,Palm Oil futures,865.2641879
07/08/2022,Palm oil mill effluent (POME) oil RED ARA cif_midpoint,Feedstocks,POME cif ARA,1144.81409
07/08/2022,Palm oil mill effluent (POME) oil RED Malaysia/Indonesia fob_midpoint,,,875
07/08/2022,Rapeseed oil fob Dutch Mill RSO_midpoint,Feedstocks,RSO fob Dutch Mill,1638
07/08/2022,RED SAF (sustainable aviation fuel) fob ARA range USD/t_midpoint,,,3422.075
07/08/2022,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint,,,1339.31
07/08/2022,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint_calc,Feedstocks,SBO fob Argentina,1218.80137
07/08/2022,Tallow (categories 1 & 2) fca northwest Europe EUR/t_midpoint,Feedstocks,Tallow Cat 1&2,1255
07/08/2022,UCO (used cooking oil) cif ARA USD/t_midpoint,Feedstocks,UCO cif ARA,1399.217221
07/08/2022,UCO (used cooking oil) fob ARA_midpoint,Feedstocks,UCO fob ARA,1379.64775
07/08/2022,UCO (used cooking oil) fob China_midpoint,Feedstocks,UCO fob China,1100.782779
07/08/2022,UCO (used cooking oil) RED bulk China fob_midpoint,Feedstocks,UCO bulk fob China,1198.630137
08/08/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1583.170254
08/08/2022,Biodiesel Palm OME RED ARA range barge fob_midpoint,Biodiesel,PME fob ARA,1573.385519
08/08/2022,Biodiesel Rapeseed OME RED ARA range barge fob_midpoint,Biodiesel,RME fob ARA,2197.651663
08/08/2022,Biodiesel SME Argentina waterborne fob upriver_midpoint,Biodiesel,SME fob Argentina,1772.509785
08/08/2022,Biodiesel tallow OME RED ARA range barge fob_midpoint,Biodiesel,TME fob ARA,2109.589041
08/08/2022,Biodiesel UCOME (used cooking oil) RED ARA range barge fob_midpoint,Biodiesel,UCOME fob ARA,2158.51272
08/08/2022,Biodiesel UCOME (used cooking oil) RED bulk China fob_midpoint,Biodiesel,UCOME bulk fob China,1506.849315
08/08/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff high,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff high,-57.16242661
08/08/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff low,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff low,-59.32485323
08/08/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_high low avg,,,-59.525
08/08/2022,D-AAWGJ00,Biodiesel,SME fob ARA,1801.8591
08/08/2022,D-AAYWT00,MGO,MGO 0.1%,927.3483366
08/08/2022,Freight PME Malaysia - ARA 3-5kt_midpoint,Biodiesel,PME fob MY,237.7690802
08/08/2022,Gasoil NWE 7-28 day swaps_settlement,Biodiesel,Gasoil,925.6360078
08/08/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class I) USD/t_midpoint,HVO & SAF,HVO (class I) fob ARA,2282.309198
08/08/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class II) USD/t_midpoint,HVO & SAF,HVO (class II) fob ARA,2934.62818
08/08/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class III) USD/t_midpoint,HVO & SAF,HVO (class III) fob ARA,2539.471624
08/08/2022,Palm oil futures Bursa Malaysia month_settlement,Feedstocks,Palm Oil futures,893.258317
08/08/2022,Palm oil mill effluent (POME) oil RED ARA cif_midpoint,Feedstocks,POME cif ARA,1144.81409
08/08/2022,Palm oil mill effluent (POME) oil RED Malaysia/Indonesia fob_midpoint,,,875
08/08/2022,Rapeseed oil fob Dutch Mill RSO_midpoint,Feedstocks,RSO fob Dutch Mill,1640.5
08/08/2022,RED SAF (sustainable aviation fuel) fob ARA range USD/t_midpoint,,,3387.325
08/08/2022,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint,,,1381.195
08/08/2022,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint_calc,Feedstocks,SBO fob Argentina,1293.219178
08/08/2022,Tallow (categories 1 & 2) fca northwest Europe EUR/t_midpoint,Feedstocks,Tallow Cat 1&2,1255
08/08/2022,UCO (used cooking oil) cif ARA USD/t_midpoint,Feedstocks,UCO cif ARA,1399.217221
08/08/2022,UCO (used cooking oil) fob ARA_midpoint,Feedstocks,UCO fob ARA,1409.001957
08/08/2022,UCO (used cooking oil) fob China_midpoint,Feedstocks,UCO fob China,1110.567515
08/08/2022,UCO (used cooking oil) RED bulk China fob_midpoint,Feedstocks,UCO bulk fob China,1198.630137
09/08/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1713.307241
09/08/2022,Biodiesel Palm OME RED ARA range barge fob_midpoint,Biodiesel,PME fob ARA,1703.522505
09/08/2022,Biodiesel Rapeseed OME RED ARA range barge fob_midpoint,Biodiesel,RME fob ARA,2306.262231
09/08/2022,Biodiesel SME Argentina waterborne fob upriver_midpoint,Biodiesel,SME fob Argentina,1775.870841
09/08/2022,Biodiesel tallow OME RED ARA range barge fob_midpoint,Biodiesel,TME fob ARA,2212.084149
09/08/2022,Biodiesel UCOME (used cooking oil) RED ARA range barge fob_midpoint,Biodiesel,UCOME fob ARA,2261.007828
09/08/2022,Biodiesel UCOME (used cooking oil) RED bulk China fob_midpoint,Biodiesel,UCOME bulk fob China,1506.849315
09/08/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff high,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff high,-43.1409002
09/08/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff low,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff low,-75.49902153
09/08/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_high low avg,,,-60.625
09/08/2022,D-AAWGJ00,Biodiesel,SME fob ARA,1940.55773
09/08/2022,D-AAYWT00,MGO,MGO 0.1%,964.0410959
09/08/2022,Freight PME Malaysia - ARA 3-5kt_midpoint,Biodiesel,PME fob MY,237.7690802
09/08/2022,Gasoil NWE 7-28 day swaps_settlement,Biodiesel,Gasoil,964.5303327
09/08/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class I) USD/t_midpoint,HVO & SAF,HVO (class I) fob ARA,2324.452055
09/08/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class II) USD/t_midpoint,HVO & SAF,HVO (class II) fob ARA,2976.771037
09/08/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class III) USD/t_midpoint,HVO & SAF,HVO (class III) fob ARA,2581.614481
09/08/2022,Palm oil futures Bursa Malaysia month_settlement,Feedstocks,Palm Oil futures,893.258317
09/08/2022,Palm oil mill effluent (POME) oil RED ARA cif_midpoint,Feedstocks,POME cif ARA,1144.81409
09/08/2022,Palm oil mill effluent (POME) oil RED Malaysia/Indonesia fob_midpoint,,,875
09/08/2022,Rapeseed oil fob Dutch Mill RSO_midpoint,Feedstocks,RSO fob Dutch Mill,1642
09/08/2022,RED SAF (sustainable aviation fuel) fob ARA range USD/t_midpoint,,,3431.525
09/08/2022,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint,,,1389.135
09/08/2022,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint_calc,Feedstocks,SBO fob Argentina,1299.911937
09/08/2022,Tallow (categories 1 & 2) fca northwest Europe EUR/t_midpoint,Feedstocks,Tallow Cat 1&2,1255
09/08/2022,UCO (used cooking oil) cif ARA USD/t_midpoint,Feedstocks,UCO cif ARA,1399.217221
09/08/2022,UCO (used cooking oil) fob ARA_midpoint,Feedstocks,UCO fob ARA,1438.356164
09/08/2022,UCO (used cooking oil) fob China_midpoint,Feedstocks,UCO fob China,1110.567515
09/08/2022,UCO (used cooking oil) RED bulk China fob_midpoint,Feedstocks,UCO bulk fob China,1198.630137
10/08/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1764.187867
10/08/2022,Biodiesel Palm OME RED ARA range barge fob_midpoint,Biodiesel,PME fob ARA,1754.403131
10/08/2022,Biodiesel Rapeseed OME RED ARA range barge fob_midpoint,Biodiesel,RME fob ARA,2385.518591
10/08/2022,Biodiesel SME Argentina waterborne fob upriver_midpoint,Biodiesel,SME fob Argentina,1790.895303
10/08/2022,Biodiesel tallow OME RED ARA range barge fob_midpoint,Biodiesel,TME fob ARA,2204.500978
10/08/2022,Biodiesel UCOME (used cooking oil) RED ARA range barge fob_midpoint,Biodiesel,UCOME fob ARA,2253.424658
10/08/2022,Biodiesel UCOME (used cooking oil) RED bulk China fob_midpoint,Biodiesel,UCOME bulk fob China,1536.203523
10/08/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff high,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff high,-84.12915851
10/08/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff low,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff low,-88.44422701
10/08/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_high low avg,,,-88.185
10/08/2022,D-AAWGJ00,Biodiesel,SME fob ARA,1999.021526
10/08/2022,D-AAYWT00,MGO,MGO 0.1%,960.8610568
10/08/2022,Freight PME Malaysia - ARA 3-5kt_midpoint,Biodiesel,PME fob MY,237.7690802
10/08/2022,Gasoil NWE 7-28 day swaps_settlement,Biodiesel,Gasoil,962.8180039
10/08/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class I) USD/t_midpoint,HVO & SAF,HVO (class I) fob ARA,2322.592955
10/08/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class II) USD/t_midpoint,HVO & SAF,HVO (class II) fob ARA,2974.911937
10/08/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class III) USD/t_midpoint,HVO & SAF,HVO (class III) fob ARA,2579.755382
10/08/2022,Palm oil futures Bursa Malaysia month_settlement,Feedstocks,Palm Oil futures,897.3776908
10/08/2022,Palm oil mill effluent (POME) oil RED ARA cif_midpoint,Feedstocks,POME cif ARA,1135.029354
10/08/2022,Palm oil mill effluent (POME) oil RED Malaysia/Indonesia fob_midpoint,,,875
10/08/2022,Rapeseed oil fob Dutch Mill RSO_midpoint,Feedstocks,RSO fob Dutch Mill,1660
10/08/2022,RED SAF (sustainable aviation fuel) fob ARA range USD/t_midpoint,,,3429.575
10/08/2022,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint,,,1397.29
10/08/2022,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint_calc,Feedstocks,SBO fob Argentina,1280.924658
10/08/2022,Tallow (categories 1 & 2) fca northwest Europe EUR/t_midpoint,Feedstocks,Tallow Cat 1&2,1255
10/08/2022,UCO (used cooking oil) cif ARA USD/t_midpoint,Feedstocks,UCO cif ARA,1428.571429
10/08/2022,UCO (used cooking oil) fob ARA_midpoint,Feedstocks,UCO fob ARA,1467.710372
10/08/2022,UCO (used cooking oil) fob China_midpoint,Feedstocks,UCO fob China,1110.567515
10/08/2022,UCO (used cooking oil) RED bulk China fob_midpoint,Feedstocks,UCO bulk fob China,1227.984344
11/08/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1816.046967
11/08/2022,Biodiesel Palm OME RED ARA range barge fob_midpoint,Biodiesel,PME fob ARA,1801.369863
11/08/2022,Biodiesel Rapeseed OME RED ARA range barge fob_midpoint,Biodiesel,RME fob ARA,2431.506849
11/08/2022,Biodiesel SME Argentina waterborne fob upriver_midpoint,Biodiesel,SME fob Argentina,1795.141879
11/08/2022,Biodiesel tallow OME RED ARA range barge fob_midpoint,Biodiesel,TME fob ARA,2239.481409
11/08/2022,Biodiesel UCOME (used cooking oil) RED ARA range barge fob_midpoint,Biodiesel,UCOME fob ARA,2288.405088
11/08/2022,Biodiesel UCOME (used cooking oil) RED bulk China fob_midpoint,Biodiesel,UCOME bulk fob China,1565.55773
11/08/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff high,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff high,-127.2700587
11/08/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff low,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff low,-131.5851272
11/08/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_high low avg,,,-132.275
11/08/2022,D-AAWGJ00,Biodiesel,SME fob ARA,2032.289628
11/08/2022,D-AAYWT00,MGO,MGO 0.1%,992.6614481
11/08/2022,Freight PME Malaysia - ARA 3-5kt_midpoint,Biodiesel,PME fob MY,237.7690802
11/08/2022,Gasoil NWE 7-28 day swaps_settlement,Biodiesel,Gasoil,997.7984344
11/08/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class I) USD/t_midpoint,HVO & SAF,HVO (class I) fob ARA,2360.489237
11/08/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class II) USD/t_midpoint,HVO & SAF,HVO (class II) fob ARA,3012.808219
11/08/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class III) USD/t_midpoint,HVO & SAF,HVO (class III) fob ARA,2617.651663
11/08/2022,Palm oil futures Bursa Malaysia month_settlement,Feedstocks,Palm Oil futures,936.0567515
11/08/2022,Palm oil mill effluent (POME) oil RED ARA cif_midpoint,Feedstocks,POME cif ARA,1135.029354
11/08/2022,Palm oil mill effluent (POME) oil RED Malaysia/Indonesia fob_midpoint,,,880
11/08/2022,Rapeseed oil fob Dutch Mill RSO_midpoint,Feedstocks,RSO fob Dutch Mill,1632
11/08/2022,RED SAF (sustainable aviation fuel) fob ARA range USD/t_midpoint,,,3469.325
11/08/2022,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint,,,1395.525
11/08/2022,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint_calc,Feedstocks,SBO fob Argentina,1236.056751
11/08/2022,Tallow (categories 1 & 2) fca northwest Europe EUR/t_midpoint,Feedstocks,Tallow Cat 1&2,1255
11/08/2022,UCO (used cooking oil) cif ARA USD/t_midpoint,Feedstocks,UCO cif ARA,1428.571429
11/08/2022,UCO (used cooking oil) fob ARA_midpoint,Feedstocks,UCO fob ARA,1467.710372
11/08/2022,UCO (used cooking oil) fob China_midpoint,Feedstocks,UCO fob China,1110.567515
11/08/2022,UCO (used cooking oil) RED bulk China fob_midpoint,Feedstocks,UCO bulk fob China,1247.553816
12/08/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1834.637965
12/08/2022,Biodiesel Palm OME RED ARA range barge fob_midpoint,Biodiesel,PME fob ARA,1815.068493
12/08/2022,Biodiesel Rapeseed OME RED ARA range barge fob_midpoint,Biodiesel,RME fob ARA,2504.892368
12/08/2022,Biodiesel SME Argentina waterborne fob upriver_midpoint,Biodiesel,SME fob Argentina,1783.478474
12/08/2022,Biodiesel tallow OME RED ARA range barge fob_midpoint,Biodiesel,TME fob ARA,2245.841487
12/08/2022,Biodiesel UCOME (used cooking oil) RED ARA range barge fob_midpoint,Biodiesel,UCOME fob ARA,2294.765166
12/08/2022,Biodiesel UCOME (used cooking oil) RED bulk China fob_midpoint,Biodiesel,UCOME bulk fob China,1590.019569
12/08/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff high,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff high,-36.67318982
12/08/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff low,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff low,-97.07436399
12/08/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_high low avg,,,-68.345
12/08/2022,D-AAWGJ00,Biodiesel,SME fob ARA,2059.197652
12/08/2022,D-AAYWT00,MGO,MGO 0.1%,1017.367906
12/08/2022,Freight PME Malaysia - ARA 3-5kt_midpoint,Biodiesel,PME fob MY,227.9843444
12/08/2022,Gasoil NWE 7-28 day swaps_settlement,Biodiesel,Gasoil,1022.749511
12/08/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class I) USD/t_midpoint,HVO & SAF,HVO (class I) fob ARA,2431.418787
12/08/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class II) USD/t_midpoint,HVO & SAF,HVO (class II) fob ARA,3108.825832
12/08/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class III) USD/t_midpoint,HVO & SAF,HVO (class III) fob ARA,2713.679061
12/08/2022,Palm oil futures Bursa Malaysia month_settlement,Feedstocks,Palm Oil futures,974.0900196
12/08/2022,Palm oil mill effluent (POME) oil RED ARA cif_midpoint,Feedstocks,POME cif ARA,1164.383562
12/08/2022,Palm oil mill effluent (POME) oil RED Malaysia/Indonesia fob_midpoint,,,895
12/08/2022,Rapeseed oil fob Dutch Mill RSO_midpoint,Feedstocks,RSO fob Dutch Mill,1641
