Date,Source Gas/Oil Price Name,Argent Gas/Oil Category,Argent Gas/Oil Price Name,Price EUR/mt
11/02/2024,HVO (hydrotreated vegetable oil) fob ARA range (Class III) USD/t_midpoint,HVO & SAF,HVO (class III) fob ARA,1452.098355
11/02/2024,Palm oil futures Bursa Malaysia month_settlement,Feedstocks,Palm Oil futures,761.0279164
11/02/2024,Palm oil mill effluent (POME) oil RED ARA cif_midpoint,Feedstocks,POME cif ARA,850.4344611
11/02/2024,Palm oil mill effluent (POME) oil RED Malaysia/Indonesia fob_midpoint,,,730
11/02/2024,Rapeseed oil fob Dutch Mill RSO_midpoint,Feedstocks,RSO fob Dutch Mill,837
11/02/2024,RED SAF (sustainable aviation fuel) fob ARA range USD/t_midpoint,,,2849.06
11/02/2024,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint,,,821.445
11/02/2024,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint_calc,Feedstocks,SBO fob Argentina,555.5370678
11/02/2024,Tallow (categories 1 & 2) fca northwest Europe EUR/t_midpoint,Feedstocks,Tallow Cat 1&2,645
11/02/2024,UCO (used cooking oil) cif ARA USD/t_midpoint,Feedstocks,UCO cif ARA,850.4344611
11/02/2024,UCO (used cooking oil) fob ARA_midpoint,Feedstocks,UCO fob ARA,929.0072102
11/02/2024,UCO (used cooking oil) fob China_midpoint,Feedstocks,UCO fob China,767.2397855
11/02/2024,UCO (used cooking oil) RED bulk China fob_midpoint,Feedstocks,UCO bulk fob China,771.861712
12/02/2024,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,993.7141801
12/02/2024,Biodiesel Palm OME RED ARA range barge fob_midpoint,Biodiesel,PME fob ARA,938.251063
12/02/2024,Biodiesel POME (palm oil mill effluent) OME RED ARA range barge fob_midpoint,Biodiesel,POMEME fob ARA,1118.044001
12/02/2024,Biodiesel Rapeseed OME RED ARA range barge fob_midpoint,Biodiesel,RME fob ARA,1047.328527
12/02/2024,Biodiesel SME Argentina waterborne fob upriver_midpoint,Biodiesel,SME fob Argentina,982.6123128
12/02/2024,Biodiesel tallow OME RED ARA range barge fob_midpoint,Biodiesel,TME fob ARA,1099.556295
12/02/2024,Biodiesel UCOME (used cooking oil) RED ARA range barge fob_midpoint,Biodiesel,UCOME fob ARA,1145.775559
12/02/2024,Biodiesel UCOME (used cooking oil) RED bulk China fob_midpoint,Biodiesel,UCOME bulk fob China,924.3852838
12/02/2024,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff high,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff high,-193.6032538
12/02/2024,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff low,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff low,-213.9859493
12/02/2024,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_high low avg,,,-220.465
12/02/2024,D-AAWGJ00,Biodiesel,SME fob ARA,1199.621002
12/02/2024,D-AAYWT00,MGO,MGO 0.1%,845.5814383
12/02/2024,Freight PME Malaysia - ARA 3-5kt_midpoint,Biodiesel,PME fob MY,179.3307451
12/02/2024,Gasoil NWE 7-28 day swaps_settlement,Biodiesel,Gasoil,805.6017748
12/02/2024,HVO (hydrotreated vegetable oil) fob ARA range (Class I) USD/t_midpoint,HVO & SAF,HVO (class I) fob ARA,1417.886855
12/02/2024,HVO (hydrotreated vegetable oil) fob ARA range (Class II) USD/t_midpoint,HVO & SAF,HVO (class II) fob ARA,1488.999815
12/02/2024,HVO (hydrotreated vegetable oil) fob ARA range (Class III) USD/t_midpoint,HVO & SAF,HVO (class III) fob ARA,1429.737475
12/02/2024,Palm oil futures Bursa Malaysia month_settlement,Feedstocks,Palm Oil futures,761.0279164
12/02/2024,Palm oil mill effluent (POME) oil RED ARA cif_midpoint,Feedstocks,POME cif ARA,850.4344611
12/02/2024,Palm oil mill effluent (POME) oil RED Malaysia/Indonesia fob_midpoint,,,730
12/02/2024,Rapeseed oil fob Dutch Mill RSO_midpoint,Feedstocks,RSO fob Dutch Mill,837
12/02/2024,RED SAF (sustainable aviation fuel) fob ARA range USD/t_midpoint,,,2837.39
12/02/2024,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint,,,821.445
12/02/2024,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint_calc,Feedstocks,SBO fob Argentina,555.5370678
12/02/2024,Tallow (categories 1 & 2) fca northwest Europe EUR/t_midpoint,Feedstocks,Tallow Cat 1&2,645
12/02/2024,UCO (used cooking oil) cif ARA USD/t_midpoint,Feedstocks,UCO cif ARA,850.4344611
12/02/2024,UCO (used cooking oil) fob ARA_midpoint,Feedstocks,UCO fob ARA,929.0072102
12/02/2024,UCO (used cooking oil) fob China_midpoint,Feedstocks,UCO fob China,767.2397855
12/02/2024,UCO (used cooking oil) RED bulk China fob_midpoint,Feedstocks,UCO bulk fob China,771.861712
13/02/2024,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1002.033648
13/02/2024,Biodiesel Palm OME RED ARA range barge fob_midpoint,Biodiesel,PME fob ARA,946.5705306
13/02/2024,Biodiesel POME (palm oil mill effluent) OME RED ARA range barge fob_midpoint,Biodiesel,POMEME fob ARA,1143.085598
13/02/2024,Biodiesel Rapeseed OME RED ARA range barge fob_midpoint,Biodiesel,RME fob ARA,1070.438159
13/02/2024,Biodiesel SME Argentina waterborne fob upriver_midpoint,Biodiesel,SME fob Argentina,982.6123128
13/02/2024,Biodiesel tallow OME RED ARA range barge fob_midpoint,Biodiesel,TME fob ARA,1124.597892
13/02/2024,Biodiesel UCOME (used cooking oil) RED ARA range barge fob_midpoint,Biodiesel,UCOME fob ARA,1170.817157
13/02/2024,Biodiesel UCOME (used cooking oil) RED bulk China fob_midpoint,Biodiesel,UCOME bulk fob China,924.3852838
13/02/2024,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff high,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff high,-193.6032538
13/02/2024,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff low,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff low,-213.9859493
13/02/2024,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_high low avg,,,-220.465
13/02/2024,D-AAWGJ00,Biodiesel,SME fob ARA,1199.621002
13/02/2024,D-AAYWT00,MGO,MGO 0.1%,845.5814383
13/02/2024,Freight PME Malaysia - ARA 3-5kt_midpoint,Biodiesel,PME fob MY,179.3307451
13/02/2024,Gasoil NWE 7-28 day swaps_settlement,Biodiesel,Gasoil,807.0715474
13/02/2024,HVO (hydrotreated vegetable oil) fob ARA range (Class I) USD/t_midpoint,HVO & SAF,HVO (class I) fob ARA,1413.551488
13/02/2024,HVO (hydrotreated vegetable oil) fob ARA range (Class II) USD/t_midpoint,HVO & SAF,HVO (class II) fob ARA,1490.589758
13/02/2024,HVO (hydrotreated vegetable oil) fob ARA range (Class III) USD/t_midpoint,HVO & SAF,HVO (class III) fob ARA,1425.402108
13/02/2024,Palm oil futures Bursa Malaysia month_settlement,Feedstocks,Palm Oil futures,752.3386948
13/02/2024,Palm oil mill effluent (POME) oil RED ARA cif_midpoint,Feedstocks,POME cif ARA,850.4344611
13/02/2024,Palm oil mill effluent (POME) oil RED Malaysia/Indonesia fob_midpoint,,,730
13/02/2024,Rapeseed oil fob Dutch Mill RSO_midpoint,Feedstocks,RSO fob Dutch Mill,850
13/02/2024,RED SAF (sustainable aviation fuel) fob ARA range USD/t_midpoint,,,2839.16
13/02/2024,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint,,,821.445
13/02/2024,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint_calc,Feedstocks,SBO fob Argentina,555.5370678
13/02/2024,Tallow (categories 1 & 2) fca northwest Europe EUR/t_midpoint,Feedstocks,Tallow Cat 1&2,645
13/02/2024,UCO (used cooking oil) cif ARA USD/t_midpoint,Feedstocks,UCO cif ARA,841.1906082
13/02/2024,UCO (used cooking oil) fob ARA_midpoint,Feedstocks,UCO fob ARA,929.0072102
13/02/2024,UCO (used cooking oil) fob China_midpoint,Feedstocks,UCO fob China,767.2397855
13/02/2024,UCO (used cooking oil) RED bulk China fob_midpoint,Feedstocks,UCO bulk fob China,771.861712
14/02/2024,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,997.4117212
14/02/2024,Biodiesel Palm OME RED ARA range barge fob_midpoint,Biodiesel,PME fob ARA,941.9486042
14/02/2024,Biodiesel POME (palm oil mill effluent) OME RED ARA range barge fob_midpoint,Biodiesel,POMEME fob ARA,1140.478832
14/02/2024,Biodiesel Rapeseed OME RED ARA range barge fob_midpoint,Biodiesel,RME fob ARA,1082.455167
14/02/2024,Biodiesel SME Argentina waterborne fob upriver_midpoint,Biodiesel,SME fob Argentina,977.4126456
14/02/2024,Biodiesel tallow OME RED ARA range barge fob_midpoint,Biodiesel,TME fob ARA,1121.991126
14/02/2024,Biodiesel UCOME (used cooking oil) RED ARA range barge fob_midpoint,Biodiesel,UCOME fob ARA,1168.21039
14/02/2024,Biodiesel UCOME (used cooking oil) RED bulk China fob_midpoint,Biodiesel,UCOME bulk fob China,924.3852838
14/02/2024,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff high,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff high,-193.6032538
14/02/2024,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff low,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff low,-201.756332
14/02/2024,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_high low avg,,,-213.85
14/02/2024,D-AAWGJ00,Biodiesel,SME fob ARA,1199.621002
14/02/2024,D-AAYWT00,MGO,MGO 0.1%,845.5814383
14/02/2024,Freight PME Malaysia - ARA 3-5kt_midpoint,Biodiesel,PME fob MY,179.3307451
14/02/2024,Gasoil NWE 7-28 day swaps_settlement,Biodiesel,Gasoil,789.3695692
14/02/2024,HVO (hydrotreated vegetable oil) fob ARA range (Class I) USD/t_midpoint,HVO & SAF,HVO (class I) fob ARA,1388.445184
14/02/2024,HVO (hydrotreated vegetable oil) fob ARA range (Class II) USD/t_midpoint,HVO & SAF,HVO (class II) fob ARA,1471.408763
14/02/2024,HVO (hydrotreated vegetable oil) fob ARA range (Class III) USD/t_midpoint,HVO & SAF,HVO (class III) fob ARA,1400.295803
14/02/2024,Palm oil futures Bursa Malaysia month_settlement,Feedstocks,Palm Oil futures,762.2296173
14/02/2024,Palm oil mill effluent (POME) oil RED ARA cif_midpoint,Feedstocks,POME cif ARA,850.4344611
14/02/2024,Palm oil mill effluent (POME) oil RED Malaysia/Indonesia fob_midpoint,,,730
14/02/2024,Rapeseed oil fob Dutch Mill RSO_midpoint,Feedstocks,RSO fob Dutch Mill,861.5
14/02/2024,RED SAF (sustainable aviation fuel) fob ARA range USD/t_midpoint,,,2817.87
14/02/2024,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint,,,807.99
14/02/2024,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint_calc,Feedstocks,SBO fob Argentina,549.2142725
14/02/2024,Tallow (categories 1 & 2) fca northwest Europe EUR/t_midpoint,Feedstocks,Tallow Cat 1&2,645
14/02/2024,UCO (used cooking oil) cif ARA USD/t_midpoint,Feedstocks,UCO cif ARA,845.8125347
14/02/2024,UCO (used cooking oil) fob ARA_midpoint,Feedstocks,UCO fob ARA,929.0072102
14/02/2024,UCO (used cooking oil) fob China_midpoint,Feedstocks,UCO fob China,767.2397855
14/02/2024,UCO (used cooking oil) RED bulk China fob_midpoint,Feedstocks,UCO bulk fob China,771.861712
15/02/2024,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1003.882418
15/02/2024,Biodiesel Palm OME RED ARA range barge fob_midpoint,Biodiesel,PME fob ARA,948.4193012
15/02/2024,Biodiesel POME (palm oil mill effluent) OME RED ARA range barge fob_midpoint,Biodiesel,POMEME fob ARA,1155.564799
15/02/2024,Biodiesel Rapeseed OME RED ARA range barge fob_midpoint,Biodiesel,RME fob ARA,1098.169717
15/02/2024,Biodiesel SME Argentina waterborne fob upriver_midpoint,Biodiesel,SME fob Argentina,980.5093363
15/02/2024,Biodiesel tallow OME RED ARA range barge fob_midpoint,Biodiesel,TME fob ARA,1137.077094
15/02/2024,Biodiesel UCOME (used cooking oil) RED ARA range barge fob_midpoint,Biodiesel,UCOME fob ARA,1183.296358
15/02/2024,Biodiesel UCOME (used cooking oil) RED bulk China fob_midpoint,Biodiesel,UCOME bulk fob China,924.3852838
15/02/2024,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff high,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff high,-173.2205583
15/02/2024,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff low,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff low,-197.6797929
15/02/2024,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_high low avg,,,-200.62
15/02/2024,D-AAWGJ00,Biodiesel,SME fob ARA,1199.621002
15/02/2024,D-AAYWT00,MGO,MGO 0.1%,845.5814383
15/02/2024,Freight PME Malaysia - ARA 3-5kt_midpoint,Biodiesel,PME fob MY,179.3307451
15/02/2024,Gasoil NWE 7-28 day swaps_settlement,Biodiesel,Gasoil,793.2057682
15/02/2024,HVO (hydrotreated vegetable oil) fob ARA range (Class I) USD/t_midpoint,HVO & SAF,HVO (class I) fob ARA,1392.604918
15/02/2024,HVO (hydrotreated vegetable oil) fob ARA range (Class II) USD/t_midpoint,HVO & SAF,HVO (class II) fob ARA,1475.568497
15/02/2024,HVO (hydrotreated vegetable oil) fob ARA range (Class III) USD/t_midpoint,HVO & SAF,HVO (class III) fob ARA,1404.455537
15/02/2024,Palm oil futures Bursa Malaysia month_settlement,Feedstocks,Palm Oil futures,754.2429285
15/02/2024,Palm oil mill effluent (POME) oil RED ARA cif_midpoint,Feedstocks,POME cif ARA,850.4344611
15/02/2024,Palm oil mill effluent (POME) oil RED Malaysia/Indonesia fob_midpoint,,,730
15/02/2024,Rapeseed oil fob Dutch Mill RSO_midpoint,Feedstocks,RSO fob Dutch Mill,861.5
15/02/2024,RED SAF (sustainable aviation fuel) fob ARA range USD/t_midpoint,,,2822.48
15/02/2024,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint,,,816.59
15/02/2024,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint_calc,Feedstocks,SBO fob Argentina,569.3936033
15/02/2024,Tallow (categories 1 & 2) fca northwest Europe EUR/t_midpoint,Feedstocks,Tallow Cat 1&2,645
15/02/2024,UCO (used cooking oil) cif ARA USD/t_midpoint,Feedstocks,UCO cif ARA,850.4344611
15/02/2024,UCO (used cooking oil) fob ARA_midpoint,Feedstocks,UCO fob ARA,929.0072102
15/02/2024,UCO (used cooking oil) fob China_midpoint,Feedstocks,UCO fob China,767.2397855
15/02/2024,UCO (used cooking oil) RED bulk China fob_midpoint,Feedstocks,UCO bulk fob China,771.861712
16/02/2024,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1001.109262
16/02/2024,Biodiesel Palm OME RED ARA range barge fob_midpoint,Biodiesel,PME fob ARA,945.6461453
16/02/2024,Biodiesel POME (palm oil mill effluent) OME RED ARA range barge fob_midpoint,Biodiesel,POMEME fob ARA,1143.815862
16/02/2024,Biodiesel Rapeseed OME RED ARA range barge fob_midpoint,Biodiesel,RME fob ARA,1078.757626
16/02/2024,Biodiesel SME Argentina waterborne fob upriver_midpoint,Biodiesel,SME fob Argentina,981.2442226
16/02/2024,Biodiesel tallow OME RED ARA range barge fob_midpoint,Biodiesel,TME fob ARA,1125.328157
16/02/2024,Biodiesel UCOME (used cooking oil) RED ARA range barge fob_midpoint,Biodiesel,UCOME fob ARA,1171.547421
16/02/2024,Biodiesel UCOME (used cooking oil) RED bulk China fob_midpoint,Biodiesel,UCOME bulk fob China,924.3852838
16/02/2024,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff high,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff high,-167.1103716
16/02/2024,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff low,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff low,-173.2205583
16/02/2024,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_high low avg,,,-184.085
16/02/2024,D-AAWGJ00,Biodiesel,SME fob ARA,1199.621002
16/02/2024,D-AAYWT00,MGO,MGO 0.1%,845.5814383
16/02/2024,Freight PME Malaysia - ARA 3-5kt_midpoint,Biodiesel,PME fob MY,179.3307451
16/02/2024,Gasoil NWE 7-28 day swaps_settlement,Biodiesel,Gasoil,777.7592901
16/02/2024,HVO (hydrotreated vegetable oil) fob ARA range (Class I) USD/t_midpoint,HVO & SAF,HVO (class I) fob ARA,1375.873544
16/02/2024,HVO (hydrotreated vegetable oil) fob ARA range (Class II) USD/t_midpoint,HVO & SAF,HVO (class II) fob ARA,1458.837123
16/02/2024,HVO (hydrotreated vegetable oil) fob ARA range (Class III) USD/t_midpoint,HVO & SAF,HVO (class III) fob ARA,1393.649473
16/02/2024,Palm oil futures Bursa Malaysia month_settlement,Feedstocks,Palm Oil futures,741.8376779
16/02/2024,Palm oil mill effluent (POME) oil RED ARA cif_midpoint,Feedstocks,POME cif ARA,859.6783139
16/02/2024,Palm oil mill effluent (POME) oil RED Malaysia/Indonesia fob_midpoint,,,740
16/02/2024,Rapeseed oil fob Dutch Mill RSO_midpoint,Feedstocks,RSO fob Dutch Mill,872
16/02/2024,RED SAF (sustainable aviation fuel) fob ARA range USD/t_midpoint,,,2803.9
16/02/2024,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint,,,822.985
16/02/2024,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint_calc,Feedstocks,SBO fob Argentina,590.5897578
16/02/2024,Tallow (categories 1 & 2) fca northwest Europe EUR/t_midpoint,Feedstocks,Tallow Cat 1&2,645
16/02/2024,UCO (used cooking oil) cif ARA USD/t_midpoint,Feedstocks,UCO cif ARA,850.4344611
16/02/2024,UCO (used cooking oil) fob ARA_midpoint,Feedstocks,UCO fob ARA,929.0072102
16/02/2024,UCO (used cooking oil) fob China_midpoint,Feedstocks,UCO fob China,767.2397855
16/02/2024,UCO (used cooking oil) RED bulk China fob_midpoint,Feedstocks,UCO bulk fob China,771.861712
17/02/2024,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1001.109262
17/02/2024,Biodiesel Palm OME RED ARA range barge fob_midpoint,Biodiesel,PME fob ARA,945.6461453
17/02/2024,Biodiesel POME (palm oil mill effluent) OME RED ARA range barge fob_midpoint,Biodiesel,POMEME fob ARA,1143.815862
17/02/2024,Biodiesel Rapeseed OME RED ARA range barge fob_midpoint,Biodiesel,RME fob ARA,1078.757626
17/02/2024,Biodiesel SME Argentina waterborne fob upriver_midpoint,Biodiesel,SME fob Argentina,981.2442226
17/02/2024,Biodiesel tallow OME RED ARA range barge fob_midpoint,Biodiesel,TME fob ARA,1125.328157
17/02/2024,Biodiesel UCOME (used cooking oil) RED ARA range barge fob_midpoint,Biodiesel,UCOME fob ARA,1171.547421
17/02/2024,Biodiesel UCOME (used cooking oil) RED bulk China fob_midpoint,Biodiesel,UCOME bulk fob China,924.3852838
17/02/2024,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff high,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff high,-167.1103716
17/02/2024,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff low,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff low,-173.2205583
17/02/2024,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_high low avg,,,-184.085
17/02/2024,D-AAWGJ00,Biodiesel,SME fob ARA,1199.621002
17/02/2024,D-AAYWT00,MGO,MGO 0.1%,845.5814383
17/02/2024,Freight PME Malaysia - ARA 3-5kt_midpoint,Biodiesel,PME fob MY,179.3307451
17/02/2024,Gasoil NWE 7-28 day swaps_settlement,Biodiesel,Gasoil,777.7592901
17/02/2024,HVO (hydrotreated vegetable oil) fob ARA range (Class I) USD/t_midpoint,HVO & SAF,HVO (class I) fob ARA,1375.873544
17/02/2024,HVO (hydrotreated vegetable oil) fob ARA range (Class II) USD/t_midpoint,HVO & SAF,HVO (class II) fob ARA,1458.837123
17/02/2024,HVO (hydrotreated vegetable oil) fob ARA range (Class III) USD/t_midpoint,HVO & SAF,HVO (class III) fob ARA,1393.649473
17/02/2024,Palm oil futures Bursa Malaysia month_settlement,Feedstocks,Palm Oil futures,741.8376779
17/02/2024,Palm oil mill effluent (POME) oil RED ARA cif_midpoint,Feedstocks,POME cif ARA,859.6783139
17/02/2024,Palm oil mill effluent (POME) oil RED Malaysia/Indonesia fob_midpoint,,,740
17/02/2024,Rapeseed oil fob Dutch Mill RSO_midpoint,Feedstocks,RSO fob Dutch Mill,872
17/02/2024,RED SAF (sustainable aviation fuel) fob ARA range USD/t_midpoint,,,2803.9
17/02/2024,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint,,,822.985
17/02/2024,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint_calc,Feedstocks,SBO fob Argentina,590.5897578
17/02/2024,Tallow (categories 1 & 2) fca northwest Europe EUR/t_midpoint,Feedstocks,Tallow Cat 1&2,645
17/02/2024,UCO (used cooking oil) cif ARA USD/t_midpoint,Feedstocks,UCO cif ARA,850.4344611
17/02/2024,UCO (used cooking oil) fob ARA_midpoint,Feedstocks,UCO fob ARA,929.0072102
17/02/2024,UCO (used cooking oil) fob China_midpoint,Feedstocks,UCO fob China,767.2397855
17/02/2024,UCO (used cooking oil) RED bulk China fob_midpoint,Feedstocks,UCO bulk fob China,771.861712
18/02/2024,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1001.109262
18/02/2024,Biodiesel Palm OME RED ARA range barge fob_midpoint,Biodiesel,PME fob ARA,945.6461453
18/02/2024,Biodiesel POME (palm oil mill effluent) OME RED ARA range barge fob_midpoint,Biodiesel,POMEME fob ARA,1143.815862
18/02/2024,Biodiesel Rapeseed OME RED ARA range barge fob_midpoint,Biodiesel,RME fob ARA,1078.757626
18/02/2024,Biodiesel SME Argentina waterborne fob upriver_midpoint,Biodiesel,SME fob Argentina,981.2442226
18/02/2024,Biodiesel tallow OME RED ARA range barge fob_midpoint,Biodiesel,TME fob ARA,1125.328157
18/02/2024,Biodiesel UCOME (used cooking oil) RED ARA range barge fob_midpoint,Biodiesel,UCOME fob ARA,1171.547421
18/02/2024,Biodiesel UCOME (used cooking oil) RED bulk China fob_midpoint,Biodiesel,UCOME bulk fob China,924.3852838
18/02/2024,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff high,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff high,-167.1103716
18/02/2024,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff low,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff low,-173.2205583
18/02/2024,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_high low avg,,,-184.085
18/02/2024,D-AAWGJ00,Biodiesel,SME fob ARA,1199.621002
18/02/2024,D-AAYWT00,MGO,MGO 0.1%,845.5814383
18/02/2024,Freight PME Malaysia - ARA 3-5kt_midpoint,Biodiesel,PME fob MY,179.3307451
18/02/2024,Gasoil NWE 7-28 day swaps_settlement,Biodiesel,Gasoil,777.7592901
18/02/2024,HVO (hydrotreated vegetable oil) fob ARA range (Class I) USD/t_midpoint,HVO & SAF,HVO (class I) fob ARA,1375.873544
18/02/2024,HVO (hydrotreated vegetable oil) fob ARA range (Class II) USD/t_midpoint,HVO & SAF,HVO (class II) fob ARA,1458.837123
18/02/2024,HVO (hydrotreated vegetable oil) fob ARA range (Class III) USD/t_midpoint,HVO & SAF,HVO (class III) fob ARA,1393.649473
18/02/2024,Palm oil futures Bursa Malaysia month_settlement,Feedstocks,Palm Oil futures,741.8376779
18/02/2024,Palm oil mill effluent (POME) oil RED ARA cif_midpoint,Feedstocks,POME cif ARA,859.6783139
18/02/2024,Palm oil mill effluent (POME) oil RED Malaysia/Indonesia fob_midpoint,,,740
18/02/2024,Rapeseed oil fob Dutch Mill RSO_midpoint,Feedstocks,RSO fob Dutch Mill,872
18/02/2024,RED SAF (sustainable aviation fuel) fob ARA range USD/t_midpoint,,,2803.9
18/02/2024,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint,,,822.985
18/02/2024,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint_calc,Feedstocks,SBO fob Argentina,590.5897578
18/02/2024,Tallow (categories 1 & 2) fca northwest Europe EUR/t_midpoint,Feedstocks,Tallow Cat 1&2,645
18/02/2024,UCO (used cooking oil) cif ARA USD/t_midpoint,Feedstocks,UCO cif ARA,850.4344611
18/02/2024,UCO (used cooking oil) fob ARA_midpoint,Feedstocks,UCO fob ARA,929.0072102
18/02/2024,UCO (used cooking oil) fob China_midpoint,Feedstocks,UCO fob China,767.2397855
18/02/2024,UCO (used cooking oil) RED bulk China fob_midpoint,Feedstocks,UCO bulk fob China,771.861712
19/02/2024,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1010.353115
19/02/2024,Biodiesel Palm OME RED ARA range barge fob_midpoint,Biodiesel,PME fob ARA,954.8899982
19/02/2024,Biodiesel POME (palm oil mill effluent) OME RED ARA range barge fob_midpoint,Biodiesel,POMEME fob ARA,1148.548715
19/02/2024,Biodiesel Rapeseed OME RED ARA range barge fob_midpoint,Biodiesel,RME fob ARA,1084.303938
19/02/2024,Biodiesel SME Argentina waterborne fob upriver_midpoint,Biodiesel,SME fob Argentina,981.2442226
19/02/2024,Biodiesel tallow OME RED ARA range barge fob_midpoint,Biodiesel,TME fob ARA,1130.061009
19/02/2024,Biodiesel UCOME (used cooking oil) RED ARA range barge fob_midpoint,Biodiesel,UCOME fob ARA,1176.280274
19/02/2024,Biodiesel UCOME (used cooking oil) RED bulk China fob_midpoint,Biodiesel,UCOME bulk fob China,924.3852838
19/02/2024,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff high,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff high,-167.1103716
19/02/2024,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff low,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff low,-173.2205583
19/02/2024,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_high low avg,,,-184.085
19/02/2024,D-AAWGJ00,Biodiesel,SME fob ARA,1199.621002
19/02/2024,D-AAYWT00,MGO,MGO 0.1%,845.5814383
19/02/2024,Freight PME Malaysia - ARA 3-5kt_midpoint,Biodiesel,PME fob MY,179.3307451
19/02/2024,Gasoil NWE 7-28 day swaps_settlement,Biodiesel,Gasoil,781.5677574
